CustomerKey,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,Segment,CLV_Tier
878978,513,6,8868.81,3,5,5,355,Loyal,Top Value
879299,1698,1,6494.0,1,1,4,114,Lost,Top Value
879649,474,4,35710.60999999999,3,5,5,355,Loyal,Top Value
879778,864,3,10564.01,2,4,5,245,At Risk,Top Value
879795,620,1,33.99,2,1,1,211,Lost,Low Value
879909,746,1,261.89,2,1,1,211,Lost,Low Value
879917,4,3,879.6,5,4,2,542,Loyal,Low Value
879956,151,2,2145.7,5,3,2,532,Loyal,Medium Value
880192,379,3,6195.6,4,4,4,444,Champions,Top Value
880261,187,2,6423.89,5,3,4,534,Loyal,Top Value
880383,983,1,428.96,1,1,1,111,Lost,Low Value
880453,149,3,11636.54,5,4,5,545,Champions,Top Value
880667,491,1,2103.07,3,1,2,312,Need Attention,Medium Value
881169,425,2,3205.48,4,3,3,433,Loyal,Medium Value
881368,397,2,516.5799999999999,4,3,1,431,Loyal,Low Value
881876,940,2,1343.27,1,3,2,132,Lost,Low Value
882518,849,1,275.99,2,1,1,211,Lost,Low Value
882779,631,2,1349.95,2,3,2,232,Lost,Low Value
882848,783,1,1334.05,2,1,2,212,Lost,Low Value
882956,601,1,1793.9,3,1,2,312,Need Attention,Medium Value
883000,62,2,3264.77,5,3,3,533,Loyal,Medium Value
883088,653,3,3151.68,2,4,3,243,At Risk,Medium Value
883214,10,2,2444.71,5,3,3,533,Loyal,Medium Value
883396,514,3,2675.94,3,4,3,343,Loyal,Medium Value
883435,548,1,516.6,3,1,1,311,Need Attention,Low Value
883569,291,4,6877.3,5,5,4,554,Champions,Top Value
883649,1163,1,8822.74,1,1,5,115,Lost,Top Value
884102,599,2,1766.85,3,3,2,332,Loyal,Medium Value
884417,431,2,2831.27,4,3,3,433,Loyal,Medium Value
884421,359,1,2152.1000000000004,4,1,2,412,Need Attention,Medium Value
884538,739,1,96.0,2,1,1,211,Lost,Low Value
884835,1095,1,498.98,1,1,1,111,Lost,Low Value
885201,773,2,959.98,2,3,2,232,Lost,Low Value
885782,345,1,1084.5,4,1,2,412,Need Attention,Low Value
885896,1574,1,1440.0,1,1,2,112,Lost,Low Value
886255,716,1,4002.95,2,1,3,213,Lost,Medium Value
886493,878,1,59.99,1,1,1,111,Lost,Low Value
886563,1347,1,4336.85,1,1,4,114,Lost,Medium Value
887036,897,3,4780.4,1,4,4,144,At Risk,Medium Value
887462,962,2,6280.1,1,3,4,134,At Risk,Top Value
887497,274,3,4122.47,5,4,4,544,Champions,Medium Value
887549,421,5,3064.02,4,5,3,453,Loyal,Medium Value
887656,474,1,656.0,3,1,1,311,Need Attention,Low Value
887764,1,4,8004.83,5,5,5,555,Champions,Top Value
887837,794,2,3271.88,2,3,3,233,At Risk,Medium Value
888175,39,4,6103.43,5,5,4,554,Champions,Top Value
888301,403,1,6413.62,4,1,4,414,Need Attention,Top Value
888433,246,4,10713.74,5,5,5,555,Champions,Top Value
888655,1318,1,509.97,1,1,1,111,Lost,Low Value
888719,899,1,2298.99,1,1,3,113,Lost,Medium Value
888864,471,2,4993.52,3,3,4,334,Loyal,Top Value
889088,916,1,4199.57,1,1,4,114,Lost,Medium Value
889395,446,3,5708.13,3,4,4,344,Loyal,Top Value
889542,513,2,867.97,3,3,2,332,Loyal,Low Value
889931,1102,1,305.26,1,1,1,111,Lost,Low Value
889935,442,1,9403.98,3,1,5,315,Need Attention,Top Value
890083,621,1,2621.96,2,1,3,213,Lost,Medium Value
890089,650,1,1047.78,2,1,2,212,Lost,Low Value
890094,383,4,13359.630000000001,4,5,5,455,Champions,Top Value
890173,639,3,7530.62,2,4,5,245,At Risk,Top Value
890474,403,3,16390.88,4,4,5,445,Champions,Top Value
890720,883,1,3849.76,1,1,3,113,Lost,Medium Value
891108,946,1,758.0,1,1,1,111,Lost,Low Value
891325,870,2,2727.98,2,3,3,233,At Risk,Medium Value
891356,1249,1,5990.0,1,1,4,114,Lost,Top Value
891431,401,1,1717.94,4,1,2,412,Need Attention,Medium Value
891817,410,1,4638.8,4,1,4,414,Need Attention,Medium Value
891896,760,1,25449.129999999997,2,1,5,215,Lost,Top Value
891974,577,3,8312.35,3,4,5,345,Loyal,Top Value
892225,274,3,6450.92,5,4,4,544,Champions,Top Value
892500,523,1,29.97,3,1,1,311,Need Attention,Low Value
892533,1262,1,2373.0,1,1,3,113,Lost,Medium Value
892624,450,3,5016.1900000000005,3,4,4,344,Loyal,Top Value
892664,862,1,1299.93,2,1,2,212,Lost,Low Value
892786,825,2,10299.880000000001,2,3,5,235,At Risk,Top Value
892838,960,3,6956.45,1,4,4,144,At Risk,Top Value
893598,59,4,32128.260000000002,5,5,5,555,Champions,Top Value
893784,363,1,302.0,4,1,1,411,Need Attention,Low Value
894227,781,1,268.0,2,1,1,211,Lost,Low Value
894252,430,2,6743.85,4,3,4,434,Loyal,Top Value
894362,778,1,45.58,2,1,1,211,Lost,Low Value
894446,453,2,2286.88,3,3,3,333,Loyal,Medium Value
894737,389,1,1480.76,4,1,2,412,Need Attention,Low Value
895123,370,1,2103.0,4,1,2,412,Need Attention,Medium Value
895317,451,1,1735.89,3,1,2,312,Need Attention,Medium Value
895517,727,2,5031.15,2,3,4,234,At Risk,Top Value
896113,848,1,6727.2,2,1,4,214,Lost,Top Value
896242,369,2,3562.81,4,3,3,433,Loyal,Medium Value
896276,899,2,1397.76,1,3,2,132,Lost,Low Value
896698,816,1,305.98,2,1,1,211,Lost,Low Value
896870,1502,1,1541.88,1,1,2,112,Lost,Low Value
897008,652,2,2508.0,2,3,3,233,At Risk,Medium Value
897286,641,2,2054.5699999999997,2,3,2,232,Lost,Medium Value
897445,507,2,7680.0,3,3,5,335,Loyal,Top Value
897690,442,1,987.97,3,1,2,312,Need Attention,Low Value
897866,1529,2,2765.83,1,3,3,133,At Risk,Medium Value
897914,1292,1,389.70000000000005,1,1,1,111,Lost,Low Value
898433,432,1,1411.0,4,1,2,412,Need Attention,Low Value
898554,158,1,92.39,5,1,1,511,Need Attention,Low Value
898671,1732,1,9446.6,1,1,5,115,Lost,Top Value
898918,789,1,239.96,2,1,1,211,Lost,Low Value
898924,491,2,4939.92,3,3,4,334,Loyal,Medium Value
898965,768,1,1425.95,2,1,2,212,Lost,Low Value
899137,1443,1,1846.83,1,1,2,112,Lost,Medium Value
899140,872,2,2237.0,2,3,3,233,At Risk,Medium Value
900030,4,4,17203.43,5,5,5,555,Champions,Top Value
900052,837,1,2632.5,2,1,3,213,Lost,Medium Value
900108,436,2,8019.97,3,3,5,335,Loyal,Top Value
900296,427,2,2518.0,4,3,3,433,Loyal,Medium Value
900387,501,4,11793.31,3,5,5,355,Loyal,Top Value
900515,176,2,2285.64,5,3,3,533,Loyal,Medium Value
901225,865,1,4845.0,2,1,4,214,Lost,Medium Value
901390,780,3,1534.44,2,4,2,242,Lost,Low Value
901932,1723,1,172.0,1,1,1,111,Lost,Low Value
902687,902,1,2317.9,1,1,3,113,Lost,Medium Value
902770,758,2,1209.77,2,3,2,232,Lost,Low Value
902878,425,3,4092.29,4,4,4,444,Champions,Medium Value
902893,715,1,16.169999999999998,2,1,1,211,Lost,Low Value
903369,559,1,3248.88,3,1,3,313,Need Attention,Medium Value
903464,374,2,1393.0,4,3,2,432,Loyal,Low Value
903847,1029,2,7320.77,1,3,4,134,At Risk,Top Value
903932,1518,1,1340.0,1,1,2,112,Lost,Low Value
905099,716,3,3071.84,2,4,3,243,At Risk,Medium Value
905100,538,2,5084.78,3,3,4,334,Loyal,Top Value
905452,547,1,5221.32,3,1,4,314,Need Attention,Top Value
905530,365,1,894.0,4,1,2,412,Need Attention,Low Value
905730,38,4,5566.96,5,5,4,554,Champions,Top Value
905762,597,5,5110.63,3,5,4,354,Loyal,Top Value
905783,1732,1,225.0,1,1,1,111,Lost,Low Value
905941,285,6,8345.97,5,5,5,555,Champions,Top Value
906022,1464,1,2882.89,1,1,3,113,Lost,Medium Value
906443,708,1,876.0,2,1,2,212,Lost,Low Value
906468,536,1,520.9200000000001,3,1,1,311,Need Attention,Low Value
906625,1845,1,2916.85,1,1,3,113,Lost,Medium Value
906832,445,5,14677.64,3,5,5,355,Loyal,Top Value
906967,981,2,6781.509999999999,1,3,4,134,At Risk,Top Value
907108,150,2,6683.34,5,3,4,534,Loyal,Top Value
907138,850,3,7688.98,2,4,5,245,At Risk,Top Value
907250,1138,1,1954.77,1,1,2,112,Lost,Medium Value
907297,435,5,9255.12,3,5,5,355,Loyal,Top Value
907393,792,1,94.99,2,1,1,211,Lost,Low Value
907585,972,3,4705.97,1,4,4,144,At Risk,Medium Value
907939,950,2,526.59,1,3,1,131,Lost,Low Value
908105,489,5,8456.21,3,5,5,355,Loyal,Top Value
908329,603,1,2256.96,3,1,3,313,Need Attention,Medium Value
908424,505,1,1188.97,3,1,2,312,Need Attention,Low Value
908454,431,2,1638.8400000000001,4,3,2,432,Loyal,Low Value
908823,780,1,5173.780000000001,2,1,4,214,Lost,Top Value
908887,1821,1,284.95,1,1,1,111,Lost,Low Value
909014,454,2,5580.34,3,3,4,334,Loyal,Top Value
909122,612,2,270.0,2,3,1,231,Lost,Low Value
909339,725,3,10193.87,2,4,5,245,At Risk,Top Value
909379,1147,1,1869.6799999999998,1,1,2,112,Lost,Medium Value
909530,394,4,2887.92,4,5,3,453,Loyal,Medium Value
909986,361,1,1190.47,4,1,2,412,Need Attention,Low Value
910032,529,4,17246.27,3,5,5,355,Loyal,Top Value
910064,1082,3,647.9300000000001,1,4,1,141,Lost,Low Value
910283,736,1,193.97,2,1,1,211,Lost,Low Value
910717,815,3,3445.45,2,4,3,243,At Risk,Medium Value
911025,1098,2,5078.4,1,3,4,134,At Risk,Top Value
911091,575,3,3538.33,3,4,3,343,Loyal,Medium Value
911353,37,3,2310.71,5,4,3,543,Loyal,Medium Value
911435,414,1,127.75,4,1,1,411,Need Attention,Low Value
911474,1567,1,2405.82,1,1,3,113,Lost,Medium Value
911841,1270,1,119.98,1,1,1,111,Lost,Low Value
912208,365,3,3205.88,4,4,3,443,Loyal,Medium Value
912216,404,3,2081.38,4,4,2,442,Loyal,Medium Value
912459,549,1,3885.64,3,1,3,313,Need Attention,Medium Value
912713,1352,1,300.40000000000003,1,1,1,111,Lost,Low Value
912789,647,3,4940.13,2,4,4,244,At Risk,Medium Value
912824,353,2,965.06,4,3,2,432,Loyal,Low Value
913132,733,2,910.3200000000002,2,3,2,232,Lost,Low Value
913924,159,2,4753.6,5,3,4,534,Loyal,Medium Value
913935,745,2,5570.4,2,3,4,234,At Risk,Top Value
914541,424,2,3924.91,4,3,3,433,Loyal,Medium Value
914790,213,4,9247.0,5,5,5,555,Champions,Top Value
914878,740,4,16363.01,2,5,5,255,At Risk,Top Value
915054,625,1,4095.99,2,1,4,214,Lost,Medium Value
915242,1104,1,1061.74,1,1,2,112,Lost,Low Value
915356,386,2,2152.3,4,3,2,432,Loyal,Medium Value
915558,482,1,272.0,3,1,1,311,Need Attention,Low Value
915859,253,2,2345.9,5,3,3,533,Loyal,Medium Value
915874,192,3,6292.5,5,4,4,544,Champions,Top Value
916074,1709,2,4843.35,1,3,4,134,At Risk,Medium Value
916148,956,2,1045.4,1,3,2,132,Lost,Low Value
916676,376,3,4450.62,4,4,4,444,Champions,Medium Value
916866,954,2,1227.0,1,3,2,132,Lost,Low Value
916920,795,1,1093.2,2,1,2,212,Lost,Low Value
917038,451,2,7618.48,3,3,5,335,Loyal,Top Value
917196,1101,1,1784.98,1,1,2,112,Lost,Medium Value
917293,611,3,2786.2200000000003,2,4,3,243,At Risk,Medium Value
917347,1866,1,375.70000000000005,1,1,1,111,Lost,Low Value
917522,45,2,13775.3,5,3,5,535,Loyal,Top Value
917772,749,3,2180.14,2,4,3,243,At Risk,Medium Value
918182,1590,1,1199.96,1,1,2,112,Lost,Low Value
918186,517,2,3465.1800000000003,3,3,3,333,Loyal,Medium Value
918245,408,2,289.89,4,3,1,431,Loyal,Low Value
918461,1667,1,1759.73,1,1,2,112,Lost,Medium Value
918640,1657,1,93.98,1,1,1,111,Lost,Low Value
918741,402,2,6952.0,4,3,4,434,Loyal,Top Value
918763,1569,1,522.88,1,1,1,111,Lost,Low Value
918778,386,5,5950.22,4,5,4,454,Champions,Top Value
918800,1186,2,3557.57,1,3,3,133,At Risk,Medium Value
918835,465,4,2579.5,3,5,3,353,Loyal,Medium Value
919575,1835,1,1169.1100000000001,1,1,2,112,Lost,Low Value
920138,558,3,4984.31,3,4,4,344,Loyal,Top Value
920213,715,2,446.99,2,3,1,231,Lost,Low Value
920551,1613,1,1754.93,1,1,2,112,Lost,Medium Value
920661,1277,1,3006.6,1,1,3,113,Lost,Medium Value
921096,789,2,12106.28,2,3,5,235,At Risk,Top Value
921171,740,2,1950.0,2,3,2,232,Lost,Medium Value
921198,596,1,775.97,3,1,1,311,Need Attention,Low Value
921229,437,2,1739.96,3,3,2,332,Loyal,Medium Value
921281,976,2,651.46,1,3,1,131,Lost,Low Value
921370,517,2,948.86,3,3,2,332,Loyal,Low Value
921384,463,6,7992.79,3,5,5,355,Loyal,Top Value
921597,1528,1,197.97,1,1,1,111,Lost,Low Value
921604,1597,1,1582.0,1,1,2,112,Lost,Low Value
921825,493,7,18878.82,3,5,5,355,Loyal,Top Value
921878,407,1,3340.9,4,1,3,413,Need Attention,Medium Value
921903,529,1,75.66,3,1,1,311,Need Attention,Low Value
922306,1525,1,1962.0,1,1,2,112,Lost,Medium Value
922350,1338,1,471.80000000000007,1,1,1,111,Lost,Low Value
922398,620,1,230.0,2,1,1,211,Lost,Low Value
923165,1830,1,4207.96,1,1,4,114,Lost,Medium Value
923232,254,4,12982.6,5,5,5,555,Champions,Top Value
923332,895,2,2268.6,1,3,3,133,At Risk,Medium Value
923402,155,5,5399.0599999999995,5,5,4,554,Champions,Top Value
923583,369,1,2795.0,4,1,3,413,Need Attention,Medium Value
923935,1326,1,159.99,1,1,1,111,Lost,Low Value
924030,1013,1,340.0,1,1,1,111,Lost,Low Value
924192,365,1,25.98,4,1,1,411,Need Attention,Low Value
924256,57,4,8964.21,5,5,5,555,Champions,Top Value
924619,263,2,3599.58,5,3,3,533,Loyal,Medium Value
924687,64,1,414.95000000000005,5,1,1,511,Need Attention,Low Value
924965,1712,1,149.0,1,1,1,111,Lost,Low Value
924975,408,5,21455.469999999998,4,5,5,455,Champions,Top Value
926246,965,1,11193.0,1,1,5,115,Lost,Top Value
926435,349,1,1979.99,4,1,2,412,Need Attention,Medium Value
926578,39,3,3079.9,5,4,3,543,Loyal,Medium Value
926874,416,3,4800.8,4,4,4,444,Champions,Medium Value
927080,605,2,817.97,3,3,1,331,Loyal,Low Value
927239,255,3,792.8399999999999,5,4,1,541,Loyal,Low Value
927241,715,5,12436.52,2,5,5,255,At Risk,Top Value
927256,858,1,70.13,2,1,1,211,Lost,Low Value
927628,485,2,5036.88,3,3,4,334,Loyal,Top Value
927935,506,2,7570.59,3,3,5,335,Loyal,Top Value
927986,1613,1,66.0,1,1,1,111,Lost,Low Value
928030,647,1,5912.8,2,1,4,214,Lost,Top Value
928049,263,3,5095.67,5,4,4,544,Champions,Top Value
928518,561,1,2729.72,3,1,3,313,Need Attention,Medium Value
929286,164,2,451.11,5,3,1,531,Loyal,Low Value
929301,841,2,3222.77,2,3,3,233,At Risk,Medium Value
929466,373,2,3372.5,4,3,3,433,Loyal,Medium Value
929502,297,3,2434.77,5,4,3,543,Loyal,Medium Value
929598,92,3,2902.85,5,4,3,543,Loyal,Medium Value
929665,374,1,33.0,4,1,1,411,Need Attention,Low Value
929820,627,3,2943.86,2,4,3,243,At Risk,Medium Value
930053,623,2,4927.91,2,3,4,234,At Risk,Medium Value
930304,167,5,13548.05,5,5,5,555,Champions,Top Value
930705,222,10,16748.2,5,5,5,555,Champions,Top Value
930763,430,2,11997.0,4,3,5,435,Loyal,Top Value
930792,428,5,11249.99,4,5,5,455,Champions,Top Value
930820,164,6,9041.16,5,5,5,555,Champions,Top Value
931321,412,2,3125.2799999999997,4,3,3,433,Loyal,Medium Value
931433,792,1,8.88,2,1,1,211,Lost,Low Value
931500,353,1,1720.15,4,1,2,412,Need Attention,Medium Value
931597,29,2,3475.1400000000003,5,3,3,533,Loyal,Medium Value
931801,1725,1,5316.6,1,1,4,114,Lost,Top Value
931863,820,1,223.05,2,1,1,211,Lost,Low Value
931892,1164,1,1001.31,1,1,2,112,Lost,Low Value
931900,377,2,6799.93,4,3,4,434,Loyal,Top Value
931915,12,1,121.64999999999999,5,1,1,511,Need Attention,Low Value
931956,731,1,886.0,2,1,2,212,Lost,Low Value
932027,298,1,4665.01,5,1,4,514,Need Attention,Medium Value
932593,415,1,875.9,4,1,2,412,Need Attention,Low Value
932629,60,4,3532.45,5,5,3,553,Loyal,Medium Value
932718,373,1,960.53,4,1,2,412,Need Attention,Low Value
932748,948,2,2060.39,1,3,2,132,Lost,Medium Value
933086,1184,3,11824.84,1,4,5,145,At Risk,Top Value
933344,828,4,11536.77,2,5,5,255,At Risk,Top Value
933569,379,4,3470.46,4,5,3,453,Loyal,Medium Value
933819,795,1,301.0,2,1,1,211,Lost,Low Value
934172,1623,1,27.96,1,1,1,111,Lost,Low Value
934508,1117,1,1951.0,1,1,2,112,Lost,Medium Value
934517,364,3,1205.19,4,4,2,442,Loyal,Low Value
934744,419,3,17985.75,4,4,5,445,Champions,Top Value
934781,1867,1,2066.99,1,1,2,112,Lost,Medium Value
935197,218,2,10802.140000000001,5,3,5,535,Loyal,Top Value
935211,29,3,4992.71,5,4,4,544,Champions,Top Value
935232,71,7,15177.35,5,5,5,555,Champions,Top Value
935406,1268,1,498.92999999999995,1,1,1,111,Lost,Low Value
935754,360,1,188.96,4,1,1,411,Need Attention,Low Value
936889,276,2,984.0,5,3,2,532,Loyal,Low Value
937006,371,2,2656.45,4,3,3,433,Loyal,Medium Value
937300,605,2,221.89,3,3,1,331,Loyal,Low Value
937542,1684,1,109.0,1,1,1,111,Lost,Low Value
937795,823,1,168.0,2,1,1,211,Lost,Low Value
937800,827,1,4295.200000000001,2,1,4,214,Lost,Medium Value
937947,1363,1,4695.8,1,1,4,114,Lost,Medium Value
938069,820,1,6567.98,2,1,4,214,Lost,Top Value
938219,344,2,4254.5599999999995,5,3,4,534,Loyal,Medium Value
938399,371,3,799.16,4,4,1,441,Loyal,Low Value
938461,713,1,4810.76,2,1,4,214,Lost,Medium Value
938615,444,3,3031.95,3,4,3,343,Loyal,Medium Value
938709,656,3,8146.34,2,4,5,245,At Risk,Top Value
938793,442,1,259.99,3,1,1,311,Need Attention,Low Value
938948,263,3,8158.360000000001,5,4,5,545,Champions,Top Value
938993,564,4,3943.9,3,5,3,353,Loyal,Medium Value
938994,631,2,1916.8600000000001,2,3,2,232,Lost,Medium Value
939181,1758,1,398.97,1,1,1,111,Lost,Low Value
939188,792,1,654.0,2,1,1,211,Lost,Low Value
939443,1368,1,119.0,1,1,1,111,Lost,Low Value
939473,526,1,521.91,3,1,1,311,Need Attention,Low Value
939532,1214,1,52.49,1,1,1,111,Lost,Low Value
939738,860,1,656.13,2,1,1,211,Lost,Low Value
939874,795,1,1801.9500000000003,2,1,2,212,Lost,Medium Value
939948,19,9,16199.39,5,5,5,555,Champions,Top Value
940026,841,4,3797.85,2,5,3,253,At Risk,Medium Value
940049,275,4,320.11,5,5,1,551,Loyal,Low Value
940066,277,4,3673.74,5,5,3,553,Loyal,Medium Value
940086,792,2,3499.8799999999997,2,3,3,233,At Risk,Medium Value
940096,235,3,9394.29,5,4,5,545,Champions,Top Value
940321,59,2,8410.85,5,3,5,535,Loyal,Top Value
940688,747,3,4252.98,2,4,4,244,At Risk,Medium Value
940846,1165,2,10021.89,1,3,5,135,At Risk,Top Value
941468,575,2,1206.96,3,3,2,332,Loyal,Low Value
941706,555,1,1699.95,3,1,2,312,Need Attention,Medium Value
941746,1842,1,1149.8700000000001,1,1,2,112,Lost,Low Value
941899,85,2,1930.88,5,3,2,532,Loyal,Medium Value
942659,361,3,12181.279999999999,4,4,5,445,Champions,Top Value
942807,736,4,8948.37,2,5,5,255,At Risk,Top Value
943143,801,1,2016.0,2,1,2,212,Lost,Medium Value
943159,1018,2,9883.2,1,3,5,135,At Risk,Top Value
943160,925,2,1413.46,1,3,2,132,Lost,Low Value
943859,1756,1,5915.7,1,1,4,114,Lost,Top Value
943874,807,1,1257.98,2,1,2,212,Lost,Low Value
943913,819,1,1838.0,2,1,2,212,Lost,Medium Value
944448,1824,2,7800.6,1,3,5,135,At Risk,Top Value
944687,571,3,6191.96,3,4,4,344,Loyal,Top Value
945011,1485,1,1922.07,1,1,2,112,Lost,Medium Value
945228,429,3,2809.29,4,4,3,443,Loyal,Medium Value
945655,618,1,395.9,2,1,1,211,Lost,Low Value
945725,297,3,5536.2,5,4,4,544,Champions,Top Value
945833,366,3,1505.85,4,4,2,442,Loyal,Low Value
945870,469,6,17000.11,3,5,5,355,Loyal,Top Value
946719,428,4,12635.79,4,5,5,455,Champions,Top Value
946737,568,6,3123.58,3,5,3,353,Loyal,Medium Value
946857,102,8,18094.78,5,5,5,555,Champions,Top Value
947510,604,5,14525.61,3,5,5,355,Loyal,Top Value
947703,39,2,5184.889999999999,5,3,4,534,Loyal,Top Value
947758,2,5,4559.81,5,5,4,554,Champions,Medium Value
947842,914,1,559.96,1,1,1,111,Lost,Low Value
947963,597,2,4002.0,3,3,3,333,Loyal,Medium Value
948175,255,4,7860.98,5,5,5,555,Champions,Top Value
948305,428,6,6487.34,4,5,4,454,Champions,Top Value
948382,1506,1,507.6,1,1,1,111,Lost,Low Value
948656,1017,1,1535.93,1,1,2,112,Lost,Low Value
948795,1094,2,108.98,1,3,1,131,Lost,Low Value
948832,473,2,1296.25,3,3,2,332,Loyal,Low Value
948844,456,3,5722.45,3,4,4,344,Loyal,Top Value
949166,345,3,5212.35,4,4,4,444,Champions,Top Value
949448,260,4,3971.49,5,5,3,553,Loyal,Medium Value
949516,369,4,4150.36,4,5,4,454,Champions,Medium Value
949774,577,4,7000.85,3,5,4,354,Loyal,Top Value
950191,549,4,25255.309999999998,3,5,5,355,Loyal,Top Value
950664,985,1,16.89,1,1,1,111,Lost,Low Value
950698,376,4,8645.689999999999,4,5,5,455,Champions,Top Value
950923,1159,2,3943.2799999999997,1,3,3,133,At Risk,Medium Value
951172,640,1,848.97,2,1,1,211,Lost,Low Value
951318,235,1,337.0,5,1,1,511,Need Attention,Low Value
951613,908,2,710.1800000000001,1,3,1,131,Lost,Low Value
951740,253,5,12811.48,5,5,5,555,Champions,Top Value
951987,363,1,280.0,4,1,1,411,Need Attention,Low Value
952345,1817,1,5699.93,1,1,4,114,Lost,Top Value
952730,1618,1,543.0,1,1,1,111,Lost,Low Value
952747,664,1,516.0,2,1,1,211,Lost,Low Value
953421,1149,1,1021.88,1,1,2,112,Lost,Low Value
953489,464,2,9075.85,3,3,5,335,Loyal,Top Value
953759,292,3,5337.79,5,4,4,544,Champions,Top Value
953917,444,4,4834.37,3,5,4,354,Loyal,Medium Value
954536,1026,1,310.0,1,1,1,111,Lost,Low Value
954712,900,3,6075.88,1,4,4,144,At Risk,Top Value
954784,416,3,5100.24,4,4,4,444,Champions,Top Value
955336,619,2,467.98,2,3,1,231,Lost,Low Value
955344,382,6,11061.289999999999,4,5,5,455,Champions,Top Value
956167,1099,1,959.8000000000001,1,1,2,112,Lost,Low Value
956262,775,2,2293.5499999999997,2,3,3,233,At Risk,Medium Value
956441,733,2,3917.0,2,3,3,233,At Risk,Medium Value
956493,985,1,1998.0,1,1,2,112,Lost,Medium Value
956656,1375,1,6815.7,1,1,4,114,Lost,Top Value
956943,659,2,5340.77,2,3,4,234,At Risk,Top Value
957450,344,1,5656.25,5,1,4,514,Need Attention,Top Value
957677,370,1,1051.8,4,1,2,412,Need Attention,Low Value
957745,594,3,2108.88,3,4,2,342,Loyal,Medium Value
957765,733,1,167.39999999999998,2,1,1,211,Lost,Low Value
957784,841,2,6331.929999999999,2,3,4,234,At Risk,Top Value
957843,859,3,7056.849999999999,2,4,4,244,At Risk,Top Value
957867,451,4,6627.43,3,5,4,354,Loyal,Top Value
958193,239,1,2530.18,5,1,3,513,Need Attention,Medium Value
958207,379,2,759.89,4,3,1,431,Loyal,Low Value
958319,953,1,2441.94,1,1,3,113,Lost,Medium Value
959017,297,5,11217.09,5,5,5,555,Champions,Top Value
959092,858,1,2602.96,2,1,3,213,Lost,Medium Value
959269,1373,1,12402.96,1,1,5,115,Lost,Top Value
959331,818,3,6400.15,2,4,4,244,At Risk,Top Value
959700,416,2,6537.74,4,3,4,434,Loyal,Top Value
959948,456,2,2568.91,3,3,3,333,Loyal,Medium Value
960551,241,2,7923.91,5,3,5,535,Loyal,Top Value
960594,1355,2,25733.91,1,3,5,135,At Risk,Top Value
960606,417,3,946.24,4,4,2,442,Loyal,Low Value
960742,794,2,977.97,2,3,2,232,Lost,Low Value
961200,361,4,20964.8,4,5,5,455,Champions,Top Value
961452,1310,1,1798.0,1,1,2,112,Lost,Medium Value
961647,1179,1,4347.79,1,1,4,114,Lost,Medium Value
961650,589,1,716.97,3,1,1,311,Need Attention,Low Value
961728,1674,1,4947.82,1,1,4,114,Lost,Medium Value
961770,953,1,107.97,1,1,1,111,Lost,Low Value
961833,1024,1,1912.1799999999998,1,1,2,112,Lost,Medium Value
961894,547,2,2196.39,3,3,3,333,Loyal,Medium Value
961929,248,5,12402.25,5,5,5,555,Champions,Top Value
962009,542,2,434.18000000000006,3,3,1,331,Loyal,Low Value
962079,200,2,2178.11,5,3,3,533,Loyal,Medium Value
962434,1175,1,380.70000000000005,1,1,1,111,Lost,Low Value
962529,1,5,11308.85,5,5,5,555,Champions,Top Value
962533,1856,1,2237.8,1,1,3,113,Lost,Medium Value
962575,778,3,1252.15,2,4,2,242,Lost,Low Value
962587,1581,1,559.0,1,1,1,111,Lost,Low Value
963082,1495,1,4180.96,1,1,4,114,Lost,Medium Value
963697,486,2,2570.5299999999997,3,3,3,333,Loyal,Medium Value
963780,456,3,10212.64,3,4,5,345,Loyal,Top Value
963994,516,2,1798.19,3,3,2,332,Loyal,Medium Value
964064,241,2,28.880000000000003,5,3,1,531,Loyal,Low Value
964137,424,1,534.0,4,1,1,411,Need Attention,Low Value
964158,303,3,3339.3,5,4,3,543,Loyal,Medium Value
964193,571,1,308.95,3,1,1,311,Need Attention,Low Value
964222,419,3,3857.84,4,4,3,443,Loyal,Medium Value
964578,426,1,791.0,4,1,1,411,Need Attention,Low Value
964629,219,1,562.98,5,1,1,511,Need Attention,Low Value
965133,1093,1,552.0,1,1,1,111,Lost,Low Value
965207,585,4,13408.0,3,5,5,355,Loyal,Top Value
966218,1215,1,694.8,1,1,1,111,Lost,Low Value
966331,499,1,675.97,3,1,1,311,Need Attention,Low Value
966543,458,2,18981.62,3,3,5,335,Loyal,Top Value
966659,654,2,1251.26,2,3,2,232,Lost,Low Value
966867,1374,1,251.93,1,1,1,111,Lost,Low Value
967034,1639,1,379.8,1,2,1,121,Lost,Low Value
967098,510,4,13068.800000000001,3,5,5,355,Loyal,Top Value
967557,388,1,768.0,4,2,1,421,Loyal,Low Value
967597,358,2,67.43,4,3,1,431,Loyal,Low Value
968226,480,4,9952.53,3,5,5,355,Loyal,Top Value
968337,379,2,4794.88,4,3,4,434,Loyal,Medium Value
968344,270,2,896.9,5,3,2,532,Loyal,Low Value
968433,986,2,5140.0,1,3,4,134,At Risk,Top Value
968554,716,2,4365.639999999999,2,3,4,234,At Risk,Medium Value
968940,827,1,2458.9700000000003,2,2,3,223,Lost,Medium Value
968993,391,2,3639.58,4,3,3,433,Loyal,Medium Value
969384,1136,2,7755.71,1,3,5,135,At Risk,Top Value
